
    <!-- #eeNCLUDE FILE="bsppcaxishead1.asp" -->
"Gross National Income (GNI) and Gross Domestic Product (GDP) by "
"Industrial Origin at Current Prices    "

" ","2000"," "," "," ","2001"," "," "," ","2002"," "," "," ","2003"," "," "," ","2004"," "," "," ","2005"," "," "," ","2006"," "," "," ","2007"," "," "," ","2008"," "," "," ","2009"," "," "," ","2010"," "," "," ","2011"," "," "," ","2012"," "," "," ","2013"," "," "," ","2014"," "," "," ","2015"," "," "," ","2016"," "," "," ","2017"," "," "," ","2018"," "," "," "
" ","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4"
"D.1.a.4 Gross Domestic Product",820236.1840,864938.7544,886755.1526,1008784.1723,888964.2683,944090.7347,966129.7134,1089616.6401,964790.7991,1024445.9785,1026161.3161,1182947.2448,1046258.8790,1092994.7619,1114885.5679,1293962.4886,1168763.1337,1240783.3639,1256454.4931,1454434.3016,1292345.6690,1385903.0950,1391362.6364,1608138.2368,1426846.7596,1542147.7887,1527927.4280,1774235.3836,1573732.6789,1688192.9249,1668133.4373,1962662.2016,1714032.3390,1916133.3513,1925077.2443,2165660.3481,1808557.0972,1968887.8034,1952870.1708,2295828.2162,2050543.6247,2245796.9782,2177534.1900,2529605.1987,2240294.5328,2425069.9921,2328063.5086,2714903.7654,2414012.8127,2618850.9608,2555834.0184,2972391.1849,2639554.6175,2851212.7647,2793989.4462,3253653.6464,2883296.4185,3138872.0752,3040202.9734,3571815.3438,3038416.4095,3320649.0136,3186442.9264,3776532.9232,3268049.4502,3613277.7740,3483800.7455,4115220.8332,3566113.8146,3945257.9414,3821690.8751,4474533.0481,3915353.5179,4340748.5465,4225481.6712,4944618.2334

"Notes: The use of terminology Gross National Income (GNI) in place of "
"Gross National Product (GNP) has been adopted in the revised/rebased "
"Philippine System of National Accounts (PSNA) in accordance with the "
"1993/1998 System of National Accounts prescribed by the United      "
"Nations.Totals may not add up due to rounding.      "
"      "
"Symbols and Abbreviations:      "
"' - ' Not Available      "
"' . ' Rounds off to zero      "
"n.t. - No transaction/quote or issuance      "
"n.c. - Not computed      "
"    "


<!--</div>
<div id="footer">
<!-- #eINCLUDE FILE="bsppcaxisfoot.asp" -->

</div>
