
    <!-- #eeNCLUDE FILE="bsppcaxishead1.asp" -->
"Gross National Income (GNI) and Gross Domestic Product (GDP) by "
"Industrial Origin at Constant Prices   "

" ","2000"," "," "," ","2001"," "," "," ","2002"," "," "," ","2003"," "," "," ","2004"," "," "," ","2005"," "," "," ","2006"," "," "," ","2007"," "," "," ","2008"," "," "," ","2009"," "," "," ","2010"," "," "," ","2011"," "," "," ","2012"," "," "," ","2013"," "," "," ","2014"," "," "," ","2015"," "," "," ","2016"," "," "," ","2017"," "," "," ","2018"," "," "," "
" ","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4","Q1","Q2","Q3","Q4"
"D.1.b.4 Gross Domestic Product",842883.8840,877938.9322,885104.4707,974786.9764,863719.1287,906327.6928,908487.6351,1005805.2141,895067.4749,940784.3285,933618.2000,1049197.1296,932415.8401,978156.1320,987892.5322,1110004.4646,999835.5260,1055450.3789,1047663.9671,1173991.2611,1050470.1877,1112143.8447,1091697.5967,1226967.5442,1098853.3954,1177569.4107,1140564.9172,1299243.1405,1171368.2818,1256827.2082,1216393.1345,1383699.3081,1217869.3517,1313024.1067,1280042.4514,1426164.5941,1229617.9513,1334449.0335,1286674.0848,1446498.7466,1333040.2798,1453390.4673,1380230.9521,1534877.4859,1394149.7837,1500320.9211,1422445.6934,1593284.9584,1480579.9327,1592299.4687,1522287.7766,1710061.3330,1593347.0415,1717614.4035,1624836.5419,1814833.3960,1681987.3853,1833845.7083,1715367.6582,1934277.0994,1767388.9406,1944663.9163,1824442.3247,2063679.8876,1886805.9813,2081505.6077,1953545.8455,2201517.8695,2006629.9602,2218068.5461,2094011.4760,2347108.0588,2138010.2080,2354759.6597,2220085.7615,2494033.3638

"Notes: Data on Real GDP and its components are based on 2000 prices.  "
" "
"The use of terminology Gross National Income (GNI) in place of Gross "
"National Product (GNP) has been adopted in the revised/rebased "
"Philippine System of National Accounts (PSNA) in accordance with the "
"1993/1998 System of National Accounts prescribed by the United     "
"Nations.Totals may not add up due to rounding.     "
"     "
"Symbols and Abbreviations:     "
"' - ' Not Available     "
"' . ' Rounds off to zero     "
"n.t. - No transaction/quote or issuance     "
"n.c. - Not computed   "


<!--</div>
<div id="footer">
<!-- #eINCLUDE FILE="bsppcaxisfoot.asp" -->

</div>
