DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2006-11-30,F:Free,,A:Normal value,90.114464
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2006-12-31,F:Free,,A:Normal value,90.114464
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-01-31,F:Free,,A:Normal value,90.114464
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-02-28,F:Free,,A:Normal value,90.114464
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-03-31,F:Free,,A:Normal value,90.114464
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-04-30,F:Free,,A:Normal value,91.259105
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-05-31,F:Free,,A:Normal value,91.259105
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-06-30,F:Free,,A:Normal value,91.259105
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-07-31,F:Free,,A:Normal value,91.883455
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-08-31,F:Free,,A:Normal value,91.883455
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-09-30,F:Free,,A:Normal value,91.883455
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-10-31,F:Free,,A:Normal value,92.715921
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-11-30,F:Free,,A:Normal value,92.715921
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2007-12-31,F:Free,,A:Normal value,92.715921
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-01-31,F:Free,,A:Normal value,93.96462
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-02-29,F:Free,,A:Normal value,93.96462
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-03-31,F:Free,,A:Normal value,93.96462
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-04-30,F:Free,,A:Normal value,95.317378
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-05-31,F:Free,,A:Normal value,95.317378
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-06-30,F:Free,,A:Normal value,95.317378
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-07-31,F:Free,,A:Normal value,96.462019
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-08-31,F:Free,,A:Normal value,96.462019
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-09-30,F:Free,,A:Normal value,96.462019
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-10-31,F:Free,,A:Normal value,96.149844
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-11-30,F:Free,,A:Normal value,96.149844
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2008-12-31,F:Free,,A:Normal value,96.149844
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-01-31,F:Free,,A:Normal value,96.253902
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-02-28,F:Free,,A:Normal value,96.253902
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-03-31,F:Free,,A:Normal value,96.253902
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-04-30,F:Free,,A:Normal value,96.670135
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-05-31,F:Free,,A:Normal value,96.670135
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-06-30,F:Free,,A:Normal value,96.670135
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-07-31,F:Free,,A:Normal value,97.60666
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-08-31,F:Free,,A:Normal value,97.60666
